time,text,user,followers,city,country
05:33:14,Pie time. Tucking in to this bad boy @PieandVinyl will help kill another 15mins #RSD17 https://t.co/mkTHI8hV3O,martyncoxgarden,5007,Portsmouth,United Kingdom
05:39:47,"Congrats to the winners of our first five places in line for @recordstoreday! Gift shop opens at 7:30am, exclusives… https://t.co/so3XIwFj0k",RecordExchange,4604,Boise,United States
05:39:53,@3BRecords_ #RSD17 https://t.co/JenCusYJXZ,rynwat,72,Liverpool,United Kingdom
05:42:17,Good morning from #Putney #RecordStoreDay #RSD17 #recordstoreday2017 https://t.co/CIKyr18zVp,DavidRobson84,1410,Wandsworth,United Kingdom
05:43:22,Good Morning from #Putney @SoulBrotherRec #RecordStoreDay #RSD17 #recordstoreday2017 https://t.co/PfuAwul5eg,DavidRobson84,1410,Wandsworth,United Kingdom
05:45:16,Cannot believe there are already 5 pages worth of this year's @RSDUK stock on @eBay - surely something can be done to stop this?! #RSD17,TomLoveMusician,320,Cheltenham,United Kingdom
05:45:25,"Up, ready and out at this ridiculous hour! Must be record store day! #RSD17",TattyJoJangles,162,Glasgow,United Kingdom
05:45:26,George Square at 6:30 this morning.On the way to @LoveMusicGlasgo for #RSD17 https://t.co/wgttmM7dff https://t.co/JAGl9zmKK3,JeremyG__,941,Glasgow,United Kingdom
05:45:51,"【#RSD17】本日4/22は #レコードストアデイ ！本日限定でお買上げのお客様へ『レコードストアデイ柄ショッパー』でお渡し中！そして、お買上げ1,000円（税込）以上で『タワレコ特製レコード型ポストカード』を1枚お渡し♪この… https://t.co/nWqorzRdJl",TOWER_Funabashi,5211,東京 千代田区,日本
05:46:29,Today's agenda:- Red Bull- Coffee- Beer- Shots And probably some food along the way. Happy #RSD17 everyone.,AndrewNoel73,318,Cardiff,United Kingdom
05:48:00,Lots to do  today....#RSD17 purchases....kids activities galore...catch up with old friend who's in town for the day...#goodtimes,jonnytait,1454,Edinburgh,United Kingdom
05:48:25,The missus has gone for supplies #rsd17 #macdonaldscoffee @… https://t.co/haKeffNKDc,justinhoward6,909,Norwich,United Kingdom
05:50:19,@StaggerLee30 @ProgMan70 @Skyrabbit82 Impressive dude!!! Now get out into that queue!!! #RSD17,oneillpaudie,1108,Cork,Ireland
05:55:26,Record Store Day @SnugAtherton we'll be playing records from 3pm! What have you bought? Bring your records down &amp; s… https://t.co/Sc0CemkcgP,SnugAtherton,298,Tyldesley,United Kingdom
05:56:52,IT BEGINS!! The goody bags are on the way out... #RSD17 https://t.co/id3VJdvJ4R,residentmusic,14146,Brighton,United Kingdom
05:57:31,Elvis Presley's afternoon naphttps://t.co/Z3mfhE6ERS #RSD17,drivelsieve,403,East Cowes,United Kingdom
06:01:22,@Emily_0410 @katy__thoms where are you and grumpy Taff? https://t.co/FQ2PL1CXHY,SurreyUltra,499,Greenwich,United Kingdom
06:02:12,Early doors for #marrsplectrum #marrsplectrumrecords #recordstoreday #rsd2017 #rsd17 @ Marrs… https://t.co/Lgz61tGMnz,VeeDub70,593,Peterborough,United Kingdom
06:02:19,Elvis Presley's afternoon naphttps://t.co/Z3mfhE6ERS #RSD17 #rsd2017,drivelsieve,403,East Cowes,United Kingdom
06:04:06,75 mins of queuing for #RSD17 and I'm chuffing cold. Why isn't the sun shining on THIS side of the street? @xrecordsbolton,JonathanWood,1605,Bolton,United Kingdom
06:04:43,"If you're anywhere near Elgin on Saturday evening, this will be good: https://t.co/aasBEXQf96",robertloerzel,11405,Chicago,United States
06:07:06,On route #RSD17.good look #PopPickers 👍👍,tezzabaker,228,Yorkshire and The Humber,United Kingdom
06:08:50,Early is never early enough these days #rsd17 #rsd2017 https://t.co/x8wLjIfBUS,Beechwoods_,43,Bristol,United Kingdom
06:09:11,🤤 https://t.co/5pytOxkGx2,phoopsiehime,141,Reno,United States
06:09:22,"@MusicZoneDV Nice queue already out here Ray...busy morning ahead bud, I hope you had your weetabix!!! #RSD17",oneillpaudie,1108,Cork,Ireland
06:11:59,Look at what @TheGladesBrom's done to us by shutting Head records #RSD17 (@ Kingston Railway Station (KNG)) https://t.co/3WQy9WiTRZ,bitoclass,2530,Kingston upon Thames,United Kingdom
06:15:26,that's a bloody busy shop... #RSD17 https://t.co/eVtCvXh1jU,residentmusic,14147,Brighton,United Kingdom
06:16:00,Don't know how some people camp overnight for #RSD17 . Only been here an hour and I'm freezing but about 27th in line at @jgwindows 👍,MandyNau,503,Newcastle Upon Tyne,United Kingdom
06:16:05,#RSD17 https://t.co/JibVsbFWzD,jjbeeson,627,Cardiff,United Kingdom
06:17:18,"Less than an hour to go until the doors open for the best day of the year, #RSD17! @RSDUK #RecordStoreDay… https://t.co/VNlGT1LBMJ",EmpireStAlbans,1374,Saint Albans,United Kingdom
06:19:30,En route to @bigsparravinyl #RSD17,luluphooey,193,Ayr,United Kingdom
06:21:15,Happy #RSD17 everyone! ⚫️,tihm1986,130,Berlin,Deutschland
06:22:15,Can you smell the #vinyl yet? @RSDUK #RSD17 #rsd2017 #RecordStoreDay #recordstoreday2017 #Goodluck https://t.co/6Xw4WJNspx,myvintagebeau,231,Wibsey,United Kingdom
06:23:29,Someone's feeling the cold. #RSD17 @ Piccadilly Records https://t.co/hTBZGD0f8m,joncoledalton,423,Manchester,United Kingdom
06:23:48,"#RSD17, or the Festival of Queueing, at @BanquetRecords in Kingston. Reckon there are about 200 people in front of… https://t.co/ue75YlQTwf",bitoclass,2530,Banquet Records,United Kingdom
06:24:12,Mahoosive queue for Record Store Day 2017 #RSD17 https://t.co/aeDw6TuNQf,neeta68,196,Reflex Records,United Kingdom
06:26:12,#RSD17 The fuck is wrong with people?,StuartSJones,739,Berlin,Germany
06:26:42,Should have got up earlier. If I don't get that @springsteen vinyl I'm gonna 😭😭@RSDUK #RSD17 @BBC6Music https://t.co/hmOOgfOc17,dannymcg,1728,Rough Trade,United Kingdom
06:26:49,Missing #rsd17 but walked past @residentmusic at 11pm last night and it already looked like… https://t.co/o4czV979tb,iknowthewords,1345,Brighton,United Kingdom
06:27:43,Remember that record stores are open all year round &amp; not just one day a year for @RSDUK Ebay profiteers #RSD17 @records_forever @RoughTrade,gramsci13,833,Nottingham,United Kingdom
06:28:14,Mum's fave @ScreamOfficial #RSD17 .... counting down to the shop opening at 8am 🎷 https://t.co/diD7oMau5I,Hamelie,1005,Bridport,United Kingdom
06:29:51,In case you forget #rsd17 @ Hot Salvation Records https://t.co/bpfwOpYvbp,hotsalvation,1193,Folkestone,United Kingdom
06:31:06,That #RSD17 excitement is palpable down at @81renshaw with @thelxbertines https://t.co/96xHSbL0fa,andcarebarker,811,Liverpool,United Kingdom
06:31:42,Trend Alert: #RSD17. More trends at https://t.co/do7Hdxwcnc #trndnl https://t.co/ioBWRNvTmr,trendinaliaGB,8522,London,United Kingdom
06:32:19,It's local record store day!! https://t.co/iaOXlsorL1,DerekArden,2159,Swanage,United Kingdom
06:32:19,高円寺茶蔵には、going going homeがまだあるぞ…！#RSD17 #rsdjapan #rsd2017 https://t.co/e59dZbGQ9p,henchina,1011,東京 杉並区,日本
06:33:31,Thanks to Look North for this about our visit from @BBC6Music Now for the main event! #RSD17 @RSDUK https://t.co/lz5kwSHmzf via @BBCiPlayer,vinyltaprecords,4331,Huddersfield,United Kingdom
06:33:43,Happy Record Store Day.. @recordstoreday. #RSD17 https://t.co/rCuQqdfk0S,chris_dolan,5125,London,United Kingdom
06:33:53,Happy #RSD17 y'all https://t.co/vJHdYXmMLw,Barney_McCarthy,433,Ingatestone,United Kingdom
06:36:04,@brian_bilston You Beauty! A* https://t.co/O1Oe3veCPd,___Lorna___,764,Coalville,United Kingdom
06:36:21,Olly's mascot Perry the Lemon has kept him sane overnight it seems. I'm told it's a member of @LittleMix (the lemon… https://t.co/uxVL2LgADA,residentmusic,14148,Brighton,United Kingdom
06:37:15,@jonathon_247 @Byrne07Byrne @AndyLittle15 @SpaceLordMF1 @kofiware Oh &amp; good luck with what you want #RSD17 @RSDUK,Nuttymanuk,335,Pean Hill,United Kingdom
06:37:30,@RSDUK #RSD17 @RevoRecordsHx hot chocolate &amp; ticket in ✋😁 https://t.co/CXnitoIV1o,PeteWM1,44,Halifax,United Kingdom
06:38:41,#Groovy. #VinylSolution. https://t.co/Dfp8dKDXE9,artifartblast,1876,Southend-on-Sea,United Kingdom
06:39:09,Utterly brilliant as always https://t.co/uscahNFEb0,peterelliott71,812,Higher Penwortham,United Kingdom
06:39:35,Happy 10th birthday #RSD17 on my way shortly,ironman586,48,Dunstable,United Kingdom
06:39:36,⒈ #RSD17⒉ #RecordStoreDay⒊ Industrial Revolution⒋ MATCH DAY⒌ #LDJAM2017/4/22 07:35 BST #trndnl https://t.co/do7HdxeBvE,trendinaliaGB,8523,London,United Kingdom
06:40:13,"Ooo I knew @JM_millercbl would be up &amp; at em, added bonus @TVS_Events big shop done 👍🏼#RSD17 https://t.co/oRByNpGuaT",myvintagebeau,231,Wibsey,United Kingdom
06:40:17,Happy #RSD17 @recordstoreday everyone. Hope everyone gets their wants desires &amp; must haves not have to resort to rip off prices on #eBay,MattEvans1976,247,South East,United Kingdom
06:40:29,@sdmay_southsea someone in front of you ? https://t.co/plDh9FjuE5,boothsj,888,Hemingbrough,United Kingdom
06:42:02,@WimklerPrins @DeGelderlander Kon het al niet vinden. Blunder. Gisteren was sowieso beter geweest. Nu kan het niet… https://t.co/UEb3BdGviY,wjmhermans,199,Bronckhorst,Nederland
06:43:05,@CallumJBooks today https://t.co/mEVkGD5Rx0,bistoboy1,658,Portsmouth,United Kingdom
06:43:57,I'm in the queue- it's record store day! 😁 #RSD17 https://t.co/N4urwDHhzV,BecEvans,453,Hitchin,United Kingdom
06:46:33,#rsd17 @RPMMusic . Waiting for doors opening. @ RPM Music https://t.co/XAkTnpcrIk,aKickInside,462,Newcastle Upon Tyne,United Kingdom
06:47:42,Happy @RSDUK 2017 everybody! 'Bore da' from the queue outside @HeadCardiff in @StDavidsCardiff. 🎼🎧 #Cardiff #Wales… https://t.co/YbEdMngOGa,RhydBowPhill,3833,Cardiff,United Kingdom
06:48:35,"We're collecting money for the official #RSD17 charity @HelpMusiciansUK today so if you've got any pennies left, please think about donating",EmpireStAlbans,1377,Saint Albans,United Kingdom
06:49:07,Too cold to twee... #rsd #RSD17 #bolton,JonathanWood,1605,Bolton,United Kingdom
06:49:23,10 minutes for sales to begin! 👍 #FeederROCKS #RSD17 https://t.co/Oh3PkbDRzu,Feeder_ROCKS,189,Bury Saint Edmunds,United Kingdom
06:50:05,Jeez. 7am start @risebristol 🙄😁#rsd17 #rsd2017 https://t.co/7sbvd0xJSM,Beechwoods_,43,Bristol,United Kingdom
06:50:41,Nearly time! #RSD17,ATTACKHAMMER,359,Cambridge,United Kingdom
06:51:13,10 minutes.... #RSD17,EmpireStAlbans,1377,Saint Albans,United Kingdom
06:51:15,Queuelife at @Spinning_Discs. #RSD17 https://t.co/qTgLJxg9pu,Katey5678,2573,Sheffield,United Kingdom
06:51:29,@BanquetRSDfeed In queue outside @BanquetRecords for #RSD17 since 5.30 am &amp; now only 15 mins to go before store ope… https://t.co/Ui5GesjioE,aojwFL_BFC,2311,Kingston upon Thames,United Kingdom
06:51:36,#RSD17 💸💸💸💷💷 'Limited' bollocks. Plenty of original pressings in mint condition on @discogs. Save yourself a few qu… https://t.co/n0DxY4Djez,mrgrumpyslade,360,Hull,United Kingdom
06:51:48,En route to @VoxBoxMusic for #RSD17 from Newcastle &amp; have forgot my CF card reader. Any #MusicPhotographers got a spare for the day?,LilVik,1486,Berwick-upon-Tweed,United Kingdom
06:51:50,Dé #RSD17 release waar ik op ga jagen: bewilder https://t.co/zsHf5MdnS0,skoopnl,1474,Woudenberg,The Netherlands
06:53:44,Tradition #rsd #rsd17 @ Rough Trade https://t.co/lKF5twlfbm,SaimaFerdows,1355,Poplar,United Kingdom
06:53:47,Here already for #RSD17 at @S0UNDCLASH and it's chilly! But good banter in the queue! @BBC6Music https://t.co/YH0KLmX2cZ,Big_Jim_Norwich,361,Norwich,United Kingdom
06:55:08,"Amici di Casalmaggiore, vi aspettiamo oggi in Piazza Turati con Dj set 100% vinile e compravendita dischi… https://t.co/Hu1j8CIwrX",Vinilistic,131,Casalmaggiore,Italia
06:55:45,Queue outside Rise Records for #RSD17... @BBC6Music @maryannehobbs https://t.co/heNxCS8SEY,akapaisey,119,Bristol,United Kingdom
06:55:53,They started queuing outside 101 at 9pm last night - the wait for #RSD17 is nearly over. See you all on the other s… https://t.co/Y4dtytBH80,101andyhibberd,2059,South East,United Kingdom
06:56:30,"MATE #rsd17 @ Folkestone, Kent https://t.co/FvfMZoKmkI",hotsalvation,1193,Folkestone,United Kingdom
06:56:56,We're open in 5!!! #RSD17 @recordstoreday @RSDUK https://t.co/Ttkej23yeX,MusicZoneDV,1211,Cork,Ireland
06:58:01,Happy record store day. Hope you find what you're looking for. I'd be out there too ... if I had a record player. #RSD17,johnclarke1,539,Glasgow,United Kingdom
06:58:32,Happy #RSD17 to you all! Stay warm in those queues. Turntable prize draw will be announced around 10am today. 🤞Good luck. #vinyl,RegaResearch,5943,Rochford,United Kingdom
06:58:39,2 mins till opening #RSD17 https://t.co/vVWHIhzuoG,Assai_UK,627,Dundee,United Kingdom
06:59:01,👉 @recordstoreday kicking off outside Greville Records with some Bowie magic! #RSD17 👌 https://t.co/1Cmu73pd6U,ArthurGillion,827,Melbourne,Australia
06:59:37,⒈ #RSD17⒉ Industrial Revolution⒊ #RecordStoreDay⒋ #EarthDay⒌ MATCH DAY2017/4/22 07:55 BST #trndnl https://t.co/do7Hdxwcnc,trendinaliaGB,8522,London,United Kingdom
06:59:59,Music lovers waiting to get some exclusive vinyl releases on #RSD17 Including #U2 #Bowie #TheBeatles we're live fro… https://t.co/4SABLq0O7Q,Corks96FM,31197,Cork,Ireland
07:00:06,A busy turnout this morning for #RSD17! https://t.co/g1QoFtuiI0,Feeder_ROCKS,189,Bury Saint Edmunds,United Kingdom
07:00:22,It's almost time.8AMlet's get it started.#RSD17 https://t.co/EULVtfdkQG,TBonesCafe,3214,Hattiesburg,United States
07:00:54,We're moving!!! @RoughTrade @RSDUK #RSD17 🎉🎉🎉,dannymcg,1728,Poplar,United Kingdom
07:00:58,"It feels weird not queuing up in the cold,outside a record shop. I'm in a Lisbon hotel room.This year, for me, it's #IFAGPC17 not #RSD17...",seanhannam,4804,Lisbon,Portugal
07:01:15,Hufvudstaden vaknar i all sin skrud och idag är det förutom #RSD17 någon slags tävling här med massor av kvinnor som löper. 😅,kebabmedris,988,Stockholm,Sverige
07:01:27,It's record store day today! #RSD17 😁,DJMarkMyers,258,Redhill,United Kingdom
07:02:29,07:30 AM and already there are loads of vinyls from Record Store Day appearing on eBay! :-( #RecordStoreDay #recordstoreday2017 #RSD17,Wideylives78,1336,Ilford,United Kingdom
07:03:05,Your team for the day! #rsd17 https://t.co/mkvg5bxSyi,risebristol,12260,Bristol,United Kingdom
07:03:15,In the queue @MusicNostalgia1 @TruroPannier #RSD17,ChristianDenley,250,Truro,United Kingdom
07:04:37,Happy #RecordStoreDay everyone!! #RSD17,SupersonicBriz,252,Bristol,United Kingdom
07:05:00,In the queue for #RSD17 for an hour now 🙄 🤞🏻,abbie2872,24,Beverley,United Kingdom
07:05:40,Queuing to get into #RoughTrade East... #RSD17 #RecordStoreDay @RoughTrade https://t.co/19oZtAipp0,markwhiteman,322,Poplar,United Kingdom
07:05:53,Exciting @MusicNostalgia1 #RSD17 https://t.co/n9a5xKLYFG,ChristianDenley,250,Truro,United Kingdom
07:06:38,Ok so I'd better get down to @RecordCorner for @RSDUK #RSD17 #wantslist,inkiuk,346,Farncombe,United Kingdom
07:07:58,The first 10 are up! #rsd17 https://t.co/sB4G5caqzq,risebristol,12261,Bristol,United Kingdom
07:08:06,#PutANeedleOnTheRecord #RSD17 https://t.co/aokRMZJRC6,markperlaki,710,Harrogate,United Kingdom
07:08:26,"A Local Music dealer , not just today , every day. @Rollerkilkenny , like so many the lifeblood of any vibrant city… https://t.co/71YeIwYYz4",Pat_M_Barrett,856,Kilkenny,Ireland
07:08:30,#RSD17 @S0UNDCLASH still going strong 💪🏻 #Norwich #Norfolk,Joshua_S_Cooper,130,Norwich,United Kingdom
07:09:03,"Don't forget! It's #RSD17 Newport, call into @diverserecords then enjoy a day of live music. #ideasmatter… https://t.co/rcWYOO9oUc",chrispevans1,4424,Newport,United Kingdom
07:09:51,"#RSD17 (@ Tony's Muziekhuis in Geel, Vlaams Gewest) https://t.co/j097imYA55 https://t.co/Lg8migHxr3",ruudsmets,312,Geel,België
07:11:50,Any chance of getting to the door before the meter runs out on the car? #newcastle #RSD17 https://t.co/iZljsCwtvd,ricko_c,53,Newcastle Upon Tyne,United Kingdom
07:12:12,@maryannehobbs @BBC6Music My record deck is trembling with anticipation 💤 #RSD17 https://t.co/HLZPyXfodF,NickApplin,768,Norwich,United Kingdom
07:12:36,#RSD17 in for a long day working @_sounditout so excited,sincerelyhorans,643,Stockton-on-Tees,United Kingdom
07:13:43,"Wow, that's early! https://t.co/U2TBZoFI6T",GreyChantilly,583,Shrewsbury,United Kingdom
07:14:40,Nu even lekker #lorrainville draaien. Omdat dit album vandaag in 2014 werd aangekondigd #RSD17 https://t.co/V8ViXYoGLc,skoopnl,1474,Woudenberg,The Netherlands
07:15:00,The fruit of my labour #RecordStoreDay #recordstoreday2017 #rsd17 #RSD17 https://t.co/PrSfCQzBJs,bmx_tuffy,225,Melbourne,Australia
07:15:13,Any bets on what time the first #RSD17 vinyls will start appearing on EBay?,antonydaly,1189,Newcastle Upon Tyne,United Kingdom
07:15:57,"Turns out 8am is not ""getting there early"" #RSD17 @RecordsUK https://t.co/proSJbnOIp",chalkyfuller,141,Eastbourne,United Kingdom
07:16:23,How are the queues looking this morning? #RSD17,MusicWeek,123631,Hertford,United Kingdom
07:16:24,Queuing round the block #RSD17 (@ William Hill Head Office - @willhillbet) https://t.co/8zdEZ75lEP https://t.co/h43wN8eZ0X,LiloMan_LUFC,2426,Leeds,United Kingdom
07:17:33,3rd in queue for RSD17!! How long do I have to wait for @CleanCutKid? This time next year Rodders!!,tolibby,117,Burnley,United Kingdom
07:17:33,Nearly there for #RSD17 at @S0UNDCLASH @maryannehobbs Fingers crossed I get what I'm after! https://t.co/hMrJJzqkzZ,Big_Jim_Norwich,361,Norwich,United Kingdom
07:19:18,HAPPY RECORD STORE DAY 2017 🎉 thank you to all the people who have made it such a special 10th anniversary #RSD17 🎈 https://t.co/asSuuGSWDk,Megwam,1032,Lambeth,United Kingdom
07:19:23,HAPPY RECORD STORE DAY 2017 🎉 thank you to all the people who have made it such a special 10th anniversary #RSD17 🎈,Megwam,1032,Lambeth,United Kingdom
07:19:36,⒈ #RSD17⒉ #EarthDay⒊ #RecordStoreDay⒋ #saturdaymorning⒌ Industrial Revolution2017/4/22 08:10 BST #trndnl https://t.co/do7Hdxwcnc,trendinaliaGB,8521,London,United Kingdom
07:19:46,To Celebrate @RSDUK and @recordstoreday A blog about Vinyl - the greatest comeback. https://t.co/mmXtG88wz3 #RSD17 #NewMusicFriday #RSD,TomAngel1,6965,Lewisham,United Kingdom
07:21:06,HAPPY RECORD STORE DAY 2017 🎉 thank you to all the people who have made it such a special 10th anniversary #RSD17 🎈 https://t.co/CLnuCPbqvH,Megwam,1032,Lambeth,United Kingdom
